Weather Station,Count
371890-99999,29
061080-99999,29
153140-99999,29
418860-99999,29
722869-99999,29
948090-99999,29
945560-99999,29
378760-99999,29
010040-99999,29
944630-99999,29
218530-99999,29
947410-99999,29
726079-99999,29
825980-99999,29
726650-99999,29
112550-99999,29
724273-03804,29
690150-93121,29
788067-99999,29
760053-99999,29
410610-99999,29
947610-99999,29
875690-99999,29
716290-99999,29
946170-99999,29
405750-99999,29
154750-99999,29
722293-99999,29
786475-99999,29
898660-99999,29
949150-99999,29
528760-99999,29
766013-99999,29
947480-99999,29
711820-99999,29
442400-99999,29
400250-99999,29
957160-99999,29
955910-99999,29
100350-99999,29
727453-94967,29
949290-99999,29
632700-99999,29
476713-99999,29
430870-99999,29
241050-99999,29
946970-99999,29
946510-99999,29
430170-99999,29
787030-99999,29
467580-99999,29
835540-99999,29
725700-99999,29
947290-99999,29
944040-99999,29
106400-99999,29
014843-99999,29
946230-99999,29
014180-99999,29
958140-99999,29
373800-99999,29
945110-99999,29
467440-99999,29
956180-99999,29
112920-99999,29
842480-99999,29
948410-99999,29
064630-99999,29
571430-99999,29
239230-99999,29
039084-99999,29
946650-99999,29
373930-99999,29
825960-99999,29
651450-99999,29
261340-99999,29
946550-99999,29
028790-99999,29
032150-99999,29
765773-99999,29
941340-99999,29
013300-99999,29
717030-99999,29
409680-99999,29
260640-99999,29
628030-99999,29
821450-99999,29
718864-99999,29
949380-99999,29
128400-99999,29
956270-99999,29
710630-99999,29
947440-99999,29
231050-99999,29
722720-93063,29
838093-99999,29
726399-99999,29
038140-99999,29
943110-99999,29
722587-99999,29
042350-99999,29
467480-99999,29
765493-99999,29
941290-99999,29
766133-99999,29
992070-99999,29
030210-99999,29
890650-99999,29
944220-99999,29
931860-99999,29
714530-99999,29
957580-99999,29
538100-99999,29
946790-99999,29
945820-99999,29
999999-24215,29
235190-99999,29
949120-99999,29
480750-99999,29
956600-99999,29
150990-99999,29
262270-99999,29
722586-99999,29
946730-99999,29
786445-99999,29
999999-24121,29
999999-24172,29
026060-99999,29
012240-99999,29
036880-99999,29
949770-99999,29
723710-99999,29
677310-99999,29
066303-99999,29
711050-99999,29
999999-87601,29
166510-99999,29
957170-99999,29
030090-99999,29
801490-99999,29
176070-99999,29
946030-99999,29
368190-99999,29
946540-99999,29
421810-99999,29
060690-99999,29
724361-13803,29
113550-99999,29
415640-99999,29
943680-99999,29
763943-99999,29
561510-99999,29
947540-99999,29
763503-99999,29
714540-99999,29
038040-99999,29
946610-99999,29
486000-99999,29
112110-99999,29
624630-99999,29
859350-99999,29
827890-99999,29
723097-93743,29
085700-99999,29
113570-99999,29
760013-99999,29
426710-99999,29
021040-99999,29
152970-99999,29
466920-99999,29
844350-99999,29
946680-99999,29
106190-99999,29
767433-99999,29
403770-99999,29
014970-99999,29
948280-99999,29
946910-99999,29
467300-99999,29
280160-99999,29
804720-99999,29
407010-99999,29
486250-99999,29
152640-99999,29
948910-99999,29
763993-99999,29
014703-99999,29
336450-99999,29
405640-99999,29
406020-99999,29
714510-99999,29
433260-99999,29
942290-99999,29
375720-99999,29
369630-99999,29
466890-99999,29
723745-93139,29
895140-99999,29
376030-99999,29
033233-99999,29
569460-99999,29
719560-99999,29
946560-99999,29
101270-99999,29
944440-99999,29
151180-99999,29
719010-99999,29
106570-99999,29
152790-99999,29
941310-99999,29
719043-99999,29
947120-99999,29
942420-99999,29
942320-99999,29
024000-99999,29
957350-99999,29
061500-99999,29
305970-99999,29
617070-99999,29
661400-99999,29
804320-99999,29
113400-99999,29
678750-99999,29
039030-99999,29
547150-99999,29
113100-99999,29
946760-99999,29
946210-99999,29
912320-41408,29
949640-99999,29
111630-99999,29
853120-99999,29
151480-99999,29
930110-99999,28
136110-99999,28
949550-99999,28
479100-99999,28
722955-03122,28
714550-99999,28
712600-99999,28
962730-99999,28
382010-99999,28
026070-99999,28
715110-99999,28
726223-94725,28
370470-99999,28
702606-99999,28
371960-99999,28
225110-99999,28
874050-99999,28
992180-99999,28
323790-99999,28
029050-99999,28
804760-99999,28
714870-99999,28
990180-99999,28
379580-99999,28
034960-99999,28
918000-99999,28
272810-99999,28
025650-99999,28
038830-99999,28
711160-99999,28
105490-99999,28
101720-99999,28
228690-99999,28
990230-99999,28
999999-13994,28
618340-99999,28
711940-99999,28
999999-13874,28
999999-23239,28
999999-23244,28
025103-99999,28
388150-99999,28
680380-99999,28
999999-13750,28
999999-13754,28
999999-13769,28
999999-13773,28
113820-99999,28
030270-99999,28
489250-99999,28
375060-99999,28
715050-99999,28
039060-99999,28
714590-99999,28
722348-99999,28
239120-99999,28
917920-99999,28
529840-99999,28
830970-99999,28
071170-99999,28
132570-99999,28
896570-99999,28
108270-99999,28
136100-99999,28
677670-99999,28
702986-99999,28
948300-99999,28
702084-99999,28
931960-99999,28
101130-99999,28
722470-03901,28
467410-99999,28
072700-99999,28
113480-99999,28
172820-99999,28
587260-99999,28
744864-99999,28
722747-99999,28
406560-99999,28
855800-99999,28
725786-24151,28
228330-99999,28
375410-99999,28
858310-99999,28
224520-99999,28
060530-99999,28
716140-99999,28
760500-99999,28
308180-99999,28
336340-99999,28
222050-99999,28
895730-99999,28
154250-99999,28
339990-99999,28
702040-26703,28
725490-99999,28
376320-99999,28
112700-99999,28
152080-99999,28
167443-99999,28
717230-99999,28
113510-99999,28
467080-99999,28
387160-99999,28
106260-99999,28
033880-99999,28
335810-99999,28
388440-99999,28
944100-99999,28
378080-99999,28
371870-99999,28
113080-99999,28
304970-99999,28
956380-99999,28
992640-99999,28
948920-99999,28
024284-99999,28
676590-99999,28
725314-99999,28
435400-99999,28
427710-99999,28
407920-99999,28
725386-99999,28
722655-23005,28
632400-99999,28
167060-99999,28
700635-99999,28
319930-99999,28
648820-99999,28
371690-99999,28
475170-99999,28
999999-93841,28
999999-93837,28
167193-99999,28
974600-99999,28
293760-99999,28
947780-99999,28
011550-99999,28
941370-99999,28
992190-99999,28
725069-99999,28
714370-99999,28
685840-99999,28
295830-99999,28
265510-99999,28
943590-99999,28
825780-99999,28
606305-99999,28
719081-99999,28
935980-99999,28
725144-99999,28
407830-99999,28
383010-99999,28
161640-99999,28
022470-99999,28
935150-99999,28
166240-99999,28
723403-13963,28
406340-99999,28
992160-99999,28
529680-99999,28
837730-99999,28
726530-99999,28
323630-99999,28
371750-99999,28
999999-93104,28
113800-99999,28
368060-99999,28
714570-99999,28
407130-99999,28
310970-99999,28
892510-99999,28
999999-93114,28
407040-99999,28
898640-99999,28
764056-99999,28
471223-99999,28
105180-99999,28
723723-23184,28
472025-99999,28
387190-99999,28
171000-99999,28
714480-99999,28
583620-99999,28
999999-12844,28
999999-12926,28
825950-99999,28
026660-99999,28
725387-99999,28
539030-99999,28
949210-99999,28
682720-99999,28
227230-99999,28
060580-99999,28
711370-99999,28
377190-99999,28
105690-99999,28
100220-99999,28
378990-99999,28
104760-99999,28
718020-99999,28
956100-99999,28
714440-99999,28
025350-99999,28
409700-99999,28
781210-99999,28
948460-99999,28
366430-99999,28
945290-99999,28
024853-99999,28
334840-99999,28
725744-24027,28
941490-99999,28
537540-99999,28
999999-14933,28
569890-99999,28
716160-99999,28
999999-14855,28
527970-99999,28
682630-99999,28
241660-99999,28
725466-99999,28
999999-24255,28
999999-24284,28
373090-99999,28
827910-99999,28
999999-14780,28
154980-99999,28
260800-99999,28
999999-26616,28
714560-99999,28
060740-99999,28
714610-99999,28
223050-99999,28
683465-99999,28
135980-99999,28
467620-99999,28
011080-99999,28
286620-99999,28
286590-99999,28
366190-99999,28
724243-03849,28
153550-99999,28
413500-99999,28
724064-99999,28
355630-99999,28
042120-99999,28
949999-00204,28
949999-00209,28
715100-99999,28
893770-99999,28
838830-99999,28
115670-99999,28
804400-99999,28
154340-99999,28
166653-99999,28
038400-99999,28
945800-99999,28
100340-99999,28
959600-99999,28
217330-99999,28
443170-99999,28
727923-94225,28
320960-99999,28
944140-99999,28
025860-99999,28
717240-99999,28
024283-99999,28
314440-99999,28
236080-99999,28
349640-99999,28
766790-99999,28
959070-99999,28
722223-13899,28
837670-99999,28
718194-99999,28
062680-99999,28
727344-99999,28
948130-99999,28
430010-99999,28
714860-99999,28
948630-99999,28
020860-99999,28
804420-99999,28
037860-99999,28
031550-99999,28
367610-99999,28
033120-99999,28
959570-99999,28
765430-99999,28
833880-99999,28
419410-99999,28
674760-99999,28
703430-25402,28
375350-99999,27
710320-99999,27
726884-24148,27
488920-99999,27
725346-94866,27
040230-99999,27
276530-99999,27
035200-99999,27
339610-99999,27
992090-99999,27
012770-99999,27
722899-99999,27
224130-99999,27
480740-99999,27
727825-99999,27
719290-99999,27
722051-12841,27
109630-99999,27
602520-99999,27
320120-99999,27
105770-99999,27
471064-99999,27
724915-23245,27
112200-99999,27
419290-99999,27
350410-99999,27
033850-99999,27
467610-99999,27
937730-99999,27
151790-99999,27
933730-99999,27
727476-94961,27
544830-99999,27
228230-99999,27
028670-99999,27
839420-99999,27
371160-99999,27
722540-13958,27
892620-99999,27
411760-99999,27
713720-99999,27
153660-99999,27
647050-99999,27
603670-99999,27
062000-99999,27
999999-13963,27
716170-99999,27
011690-99999,27
152210-99999,27
631600-99999,27
804403-99999,27
722897-99999,27
028480-99999,27
039200-99999,27
643800-99999,27
108360-99999,27
949410-99999,27
717110-99999,27
727890-99999,27
722887-99999,27
030310-99999,27
033840-99999,27
357290-99999,27
722067-93832,27
723536-99999,27
824440-99999,27
604230-99999,27
723320-93862,27
714140-99999,27
724935-99999,27
726665-99999,27
722404-13941,27
074000-99999,27
685640-99999,27
726520-99999,27
425990-99999,27
404490-99999,27
372780-99999,27
102620-99999,27
780880-12716,27
151740-99999,27
383390-99999,27
788078-99999,27
947330-99999,27
714735-99999,27
235010-99999,27
916780-99999,27
081800-99999,27
409420-99999,27
711240-99999,27
317910-99999,27
725920-24257,27
070930-99999,27
941050-99999,27
176074-99999,27
034020-99999,27
723086-99999,27
335150-99999,27
642760-99999,27
430090-99999,27
104920-99999,27
311730-99999,27
560160-99999,27
227930-99999,27
307000-99999,27
406580-99999,27
420590-99999,27
480880-99999,27
389430-99999,27
999999-27102,27
945640-99999,27
719031-99999,27
959610-99999,27
022090-99999,27
070530-99999,27
939290-99999,27
992240-99999,27
259640-99999,27
724295-03867,27
409040-99999,27
911780-22514,27
029210-99999,27
409540-99999,27
467660-99999,27
990170-99999,27
543424-99999,27
508770-99999,27
800620-99999,27
152730-99999,27
228960-99999,27
107420-99999,27
012310-99999,27
409740-99999,27
104740-99999,27
888830-99999,27
257770-99999,27
711390-99999,27
618020-99999,27
239050-99999,27
992490-99999,27
701210-26638,27
959310-99999,27
414800-99999,27
724125-99999,27
154280-99999,27
725374-99999,27
236440-99999,27
150750-99999,27
265290-99999,27
680400-99999,27
467350-99999,27
944970-99999,27
650150-99999,27
999999-93106,27
999999-93111,27
999999-93116,27
258220-99999,27
023070-99999,27
782623-99999,27
725847-99999,27
475874-99999,27
022840-99999,27
275390-99999,27
876630-99999,27
714810-99999,27
104490-99999,27
287120-99999,27
104300-99999,27
999999-12850,27
786700-99999,27
025640-99999,27
467530-99999,27
898680-99999,27
678910-99999,27
172200-99999,27
032240-99999,27
934040-99999,27
652570-99999,27
428300-99999,27
784790-99999,27
152850-99999,27
374920-99999,27
992110-99999,27
063000-99999,27
085670-99999,27
351180-99999,27
942050-99999,27
220060-99999,27
845930-99999,27
226860-99999,27
409220-99999,27
170290-99999,27
377080-99999,27
587300-99999,27
357420-99999,27
467490-99999,27
161180-99999,27
999999-14793,27
743941-99999,27
953620-99999,27
943200-99999,27
284570-99999,27
282780-99999,27
481070-99999,27
367730-99999,27
943030-99999,27
150250-99999,27
956640-99999,27
014920-99999,27
131800-99999,27
414940-99999,27
947470-99999,27
783270-99999,27
316610-99999,27
031650-99999,27
388810-99999,27
642850-99999,27
132280-99999,27
719180-99999,27
466990-99999,27
664100-99999,27
948350-99999,27
108644-99999,27
012920-99999,27
892660-99999,27
841370-99999,27
888970-99999,27
409880-99999,27
152670-99999,27
171400-99999,27
282480-99999,27
031330-99999,27
946580-99999,27
944490-99999,27
713730-99999,27
943710-99999,27
260920-99999,27
071480-99999,27
653510-99999,27
724870-99999,27
992480-99999,27
838910-99999,27
162270-99999,27
425000-99999,27
339730-99999,27
724955-99999,27
941110-99999,27
945850-99999,27
718915-99999,27
038820-99999,27
780770-99999,27
110820-99999,27
722867-23156,27
442160-99999,27
344340-99999,27
604210-99999,27
955330-99999,27
339810-99999,27
645450-99999,27
469020-99999,27
947620-99999,27
010050-99999,27
238430-99999,27
013280-99999,27
836760-99999,27
467650-99999,27
107910-99999,27
717340-99999,27
711330-99999,27
917200-99999,27
834990-99999,27
369050-99999,27
013910-99999,27
431090-99999,27
377740-99999,27
627330-99999,27
804340-99999,26
246610-99999,26
605070-99999,26
898340-99999,26
999999-94702,26
949600-99999,26
714830-99999,26
265780-99999,26
719064-99999,26
712320-99999,26
483850-99999,26
710550-99999,26
030410-99999,26
710600-99999,26
992790-99999,26
431360-99999,26
992140-99999,26
259220-99999,26
033290-99999,26
343850-99999,26
712460-99999,26
370140-99999,26
895740-99999,26
949130-99999,26
712360-99999,26
713760-99999,26
560750-99999,26
725724-99999,26
992740-99999,26
484360-99999,26
719520-99999,26
604610-99999,26
425400-99999,26
152870-99999,26
226220-99999,26
433820-99999,26
346350-99999,26
824450-99999,26
948200-99999,26
416610-99999,26
335710-99999,26
072760-99999,26
974040-99999,26
085030-99999,26
152410-99999,26
250520-99999,26
999999-23232,26
999999-23245,26
628010-99999,26
712220-99999,26
942060-99999,26
832350-99999,26
020540-99999,26
649610-99999,26
026350-99999,26
992600-99999,26
999999-23160,26
999999-23153,26
999999-23174,26
477000-99999,26
702740-99999,26
717210-99999,26
712510-99999,26
385670-99999,26
546560-99999,26
414040-99999,26
946990-99999,26
409710-99999,26
274850-99999,26
722575-99999,26
935260-99999,26
104710-99999,26
111600-99999,26
344220-99999,26
242610-99999,26
702700-99999,26
375130-99999,26
373340-99999,26
061530-99999,26
404770-99999,26
999999-03815,26
605060-99999,26
467590-99999,26
388040-99999,26
374290-99999,26
726959-99999,26
128700-99999,26
401540-99999,26
648920-99999,26
944450-99999,26
167440-99999,26
712350-99999,26
032420-99999,26
419220-99999,26
282340-99999,26
712400-99999,26
133330-99999,26
489950-99999,26
725027-99999,26
035580-99999,26
033460-99999,26
173750-99999,26
324960-99999,26
286010-99999,26
672850-99999,26
077530-99999,26
712030-99999,26
717100-99999,26
484390-99999,26
727684-99999,26
075930-99999,26
661180-99999,26
038560-99999,26
942080-99999,26
803220-99999,26
888780-99999,26
999999-03103,26
873850-99999,26
466950-99999,26
269470-99999,26
726457-99999,26
471850-43263,26
810100-99999,26
942580-99999,26
150410-99999,26
153890-99999,26
723620-99999,26
415080-99999,26
020600-99999,26
711890-99999,26
037100-99999,26
033960-99999,26
722600-03969,26
073110-99999,26
947880-99999,26
154450-99999,26
104240-99999,26
378010-99999,26
380990-99999,26
486740-99999,26
103930-99999,26
723544-99999,26
682760-99999,26
711620-99999,26
999999-93836,26
999999-93839,26
620111-99999,26
999999-93909,26
150010-99999,26
071340-99999,26
833320-99999,26
702031-26620,26
959510-99999,26
941170-99999,26
383520-99999,26
941700-99999,26
710710-99999,26
690170-99999,26
647580-99999,26
471210-99999,26
414370-99999,26
151320-99999,26
031360-99999,26
152980-99999,26
789070-99999,26
713780-99999,26
717360-99999,26
943250-99999,26
010840-99999,26
037450-99999,26
484340-99999,26
405970-99999,26
712480-99999,26
999999-93102,26
109000-99999,26
225550-99999,26
711600-99999,26
030380-99999,26
288230-99999,26
154240-99999,26
952880-99999,26
999999-22519,26
237370-99999,26
946880-99999,26
992020-99999,26
025820-99999,26
711640-99999,26
435330-99999,26
150090-99999,26
475770-99999,26
483740-99999,26
467540-99999,26
713830-99999,26
622000-99999,26
255610-99999,26
167263-99999,26
959350-99999,26
623380-99999,26
992760-99999,26
711500-99999,26
712380-99999,26
945710-99999,26
784840-99999,26
648100-99999,26
262180-99999,26
042070-99999,26
100910-99999,26
484775-99999,26
992500-99999,26
956460-99999,26
248590-99999,26
713680-99999,26
299550-99999,26
999999-24244,26
429370-99999,26
039260-99999,26
999999-14786,26
872130-99999,26
999999-26617,26
717493-99999,26
348250-99999,26
835950-99999,26
946260-99999,26
685380-99999,26
719630-99999,26
712490-99999,26
718735-99999,26
476270-99999,26
746950-99999,26
718350-99999,26
942979-99999,26
026300-99999,26
831860-99999,26
170610-99999,26
100040-99999,26
335640-99999,26
942200-99999,26
946840-99999,26
134520-99999,26
150000-99999,26
804453-99999,26
724518-99999,26
712420-99999,26
467570-99999,26
413900-99999,26
714580-99999,26
025360-99999,26
846770-99999,26
373900-99999,26
726945-99999,26
949999-00305,26
038300-99999,26
724666-99999,26
442660-99999,26
442210-99999,26
712440-99999,26
710870-99999,26
486030-99999,26
370170-99999,26
784580-99999,26
714460-99999,26
428510-99999,26
262640-99999,26
283240-99999,26
102180-99999,26
134624-99999,26
036050-99999,26
912170-99999,26
073600-99999,26
375390-99999,26
013710-99999,26
368290-99999,26
992780-99999,26
992230-99999,26
467550-99999,26
967510-99999,26
030490-99999,26
030440-99999,26
835650-99999,26
947090-99999,26
298020-99999,26
466940-99999,26
301980-99999,26
414310-99999,26
804020-99999,26
151380-99999,26
265020-99999,26
422370-99999,26
725826-99999,26
947320-99999,26
317270-99999,26
314920-99999,26
999999-94789,25
112520-99999,25
712550-99999,25
744904-99999,25
722053-12841,25
936150-99999,25
713810-99999,25
893270-99999,25
687440-99999,25
719850-99999,25
240520-99999,25
725354-99999,25
432710-99999,25
384750-99999,25
711530-99999,25
948110-99999,25
945690-99999,25
010070-99999,25
959690-99999,25
022540-99999,25
085410-99999,25
724094-99999,25
373860-99999,25
026400-99999,25
062790-99999,25
725824-99999,25
378930-99999,25
626200-99999,25
372090-99999,25
956670-99999,25
719190-99999,25
765510-99999,25
063910-99999,25
030550-99999,25
284210-99999,25
623780-99999,25
111220-99999,25
992610-99999,25
643840-99999,25
430290-99999,25
222270-99999,25
472185-99999,25
715240-99999,25
587650-99999,25
425390-99999,25
294070-99999,25
896670-99999,25
066890-99999,25
999999-13996,25
999999-13995,25
745060-23239,25
338450-99999,25
999999-13958,25
999999-13957,25
999999-13970,25
999999-13985,25
999999-13983,25
714880-99999,25
032643-99999,25
029880-99999,25
039110-99999,25
999999-13877,25
999999-13876,25
999999-13882,25
999999-13881,25
999999-13883,25
999999-13893,25
999999-13895,25
999999-13894,25
999999-23225,25
999999-23230,25
999999-23234,25
999999-13865,25
382840-99999,25
684000-99999,25
999999-13781,25
999999-13729,25
999999-13733,25
999999-13737,25
999999-13741,25
999999-13740,25
957080-99999,25
999999-23155,25
999999-23157,25
999999-23159,25
999999-23169,25
999999-23184,25
999999-23183,25
999999-23195,25
999999-23194,25
999999-23188,25
999999-23187,25
412180-99999,25
066050-99999,25
351070-99999,25
722196-99999,25
999999-23051,25
034145-99999,25
999999-23061,25
999999-23063,25
999999-23065,25
999999-23066,25
725128-99999,25
999999-25507,25
030070-99999,25
712310-99999,25
031610-99999,25
425870-99999,25
417810-99999,25
413820-99999,25
284290-99999,25
033050-99999,25
822770-99999,25
227070-99999,25
999999-25309,25
713820-99999,25
700636-27405,25
719370-99999,25
722295-99999,25
037930-99999,25
725650-03017,25
289380-99999,25
999999-03812,25
103080-99999,25
824600-99999,25
107640-99999,25
476760-99999,25
266140-99999,25
713840-99999,25
687360-99999,25
010320-99999,25
325590-99999,25
948800-99999,25
407820-99999,25
339590-99999,25
170520-99999,25
946490-99999,25
014780-99999,25
651250-99999,25
780860-99999,25
724087-99999,25
727345-14847,25
071020-99999,25
994010-99999,25
992220-99999,25
941520-99999,25
307650-99999,25
713790-99999,25
959130-99999,25
062690-99999,25
716120-99999,25
026110-99999,25
282640-99999,25
725103-14712,25
033230-99999,25
711540-99999,25
429250-99999,25
727410-99999,25
749105-99999,25
063430-99999,25
716190-99999,25
930230-99999,25
286680-99999,25
110780-99999,25
719077-99999,25
715230-99999,25
414070-99999,25
954480-99999,25
712450-99999,25
249460-99999,25
338480-99999,25
032270-99999,25
254490-99999,25
272080-99999,25
085440-99999,25
702005-99999,25
257070-99999,25
647510-99999,25
948720-99999,25
715210-99999,25
062670-99999,25
703406-99999,25
712430-99999,25
218350-99999,25
999999-93987,25
443860-99999,25
744905-04779,25
062390-99999,25
623250-99999,25
356050-99999,25
531950-99999,25
999999-93821,25
999999-93822,25
999999-93820,25
999999-93819,25
999999-93814,25
999999-93815,25
999999-93817,25
999999-93805,25
999999-93832,25
725101-14712,25
939090-99999,25
712630-99999,25
949350-99999,25
724630-99999,25
032070-99999,25
589260-99999,25
727760-99999,25
984330-99999,25
443380-99999,25
948590-99999,25
959080-99999,25
113460-99999,25
846880-99999,25
401010-99999,25
020800-99999,25
948690-99999,25
727934-99999,25
788460-99999,25
702607-99999,25
877360-99999,25
373160-99999,25
040560-99999,25
710610-99999,25
400550-99999,25
277300-99999,25
420260-99999,25
289860-99999,25
725337-99999,25
103370-99999,25
021030-99999,25
150470-99999,25
804043-99999,25
948600-99999,25
062770-99999,25
953070-99999,25
992580-99999,25
999999-93129,25
999999-93115,25
489680-99999,25
943810-99999,25
727885-99999,25
067800-99999,25
276270-99999,25
992120-99999,25
375370-99999,25
785500-99999,25
804653-99999,25
723193-93807,25
723700-99999,25
572510-99999,25
011960-99999,25
941250-99999,25
941350-99999,25
062860-99999,25
959720-99999,25
062730-99999,25
083900-99999,25
338980-99999,25
725145-99999,25
246910-99999,25
999999-12834,25
999999-12839,25
999999-12842,25
999999-12917,25
711700-99999,25
405880-99999,25
034100-99999,25
683460-99999,25
937810-99999,25
034050-99999,25
917240-99999,25
332710-99999,25
713230-99999,25
424670-99999,25
021640-99999,25
252730-99999,25
340720-99999,25
072080-99999,25
150890-99999,25
523130-99999,25
836230-99999,25
471425-99999,25
480950-99999,25
999999-14918,25
999999-14923,25
999999-14926,25
999999-14925,25
716750-99999,25
999999-14935,25
999999-14931,25
999999-14943,25
999999-14942,25
999999-14941,25
999999-14940,25
407650-99999,25
426030-99999,25
013060-99999,25
713130-99999,25
999999-14848,25
999999-14842,25
999999-14840,25
999999-14856,25
999999-14850,25
999999-14860,25
483820-99999,25
999999-14895,25
999999-24216,25
999999-24227,25
999999-24221,25
999999-24225,25
999999-24230,25
999999-24232,25
999999-24235,25
999999-24237,25
154230-99999,25
999999-14819,25
999999-14822,25
999999-14826,25
999999-14820,25
999999-24243,25
337590-99999,25
601060-99999,25
999999-14737,25
999999-14734,25
999999-14732,25
999999-14745,25
999999-14756,25
999999-14768,25
999999-14765,25
999999-14764,25
999999-14778,25
080870-99999,25
677510-99999,25
898790-99999,25
035270-99999,25
110550-99999,25
946140-99999,25
063560-99999,25
999999-24131,25
999999-24138,25
999999-24137,25
999999-24152,25
104020-99999,25
999999-24143,25
999999-24144,25
999999-24146,25
999999-24149,25
999999-24153,25
999999-24156,25
999999-14607,25
727924-24223,25
315280-99999,25
999999-26627,25
726384-14817,25
943730-99999,25
947490-99999,25
021020-99999,25
724699-99999,25
999999-24011,25
999999-24013,25
999999-24029,25
999999-24021,25
999999-24023,25
999999-24025,25
999999-24028,25
999999-24027,25
999999-24033,25
999999-24037,25
999999-24036,25
820990-99999,25
433390-99999,25
999999-26510,25
999999-26528,25
425550-99999,25
712820-99999,25
712540-99999,25
931100-99999,25
717120-99999,25
406050-99999,25
999999-26414,25
956360-99999,25
298550-99999,25
039250-99999,25
725058-94793,25
719840-99999,25
938000-99999,25
940870-99999,25
023060-99999,25
264225-99999,25
947100-99999,25
718755-99999,25
713770-99999,25
166720-99999,25
804370-99999,25
949140-99999,25
477830-99999,25
958960-99999,25
062830-99999,25
474270-99999,25
341230-99999,25
712520-99999,25
999999-04725,25
957500-99999,25
612350-99999,25
619340-99999,25
942170-99999,25
266210-99999,25
110600-99999,25
285480-99999,25
941280-99999,25
166690-99999,25
428830-99999,25
130260-99999,25
576790-99999,25
968570-99999,25
715070-99999,25
032610-99999,25
271990-99999,25
710490-99999,25
948710-99999,25
643810-99999,25
724927-99999,25
427950-99999,25
725524-99999,25
217280-99999,25
113850-99999,25
704820-25626,25
722435-99999,25
344990-99999,25
724463-13988,25
890140-99999,25
711430-99999,25
304060-99999,25
066300-99999,25
942370-99999,25
711630-99999,25
930690-99999,25
063190-99999,25
713850-99999,25
386060-99999,25
274590-99999,25
277600-99999,25
339330-99999,25
945550-99999,25
713750-99999,25
113500-99999,25
105460-99999,25
062780-99999,25
833980-99999,25
712340-99999,25
715220-99999,25
992130-99999,25
504420-99999,25
919520-99999,25
724097-99999,25
767383-99999,25
427670-99999,25
310930-99999,25
038770-99999,25
957150-99999,25
715120-99999,25
154770-99999,24
999999-94746,24
999999-94725,24
369530-99999,24
037890-99999,24
957700-99999,24
166450-99999,24
033380-99999,24
013090-99999,24
246840-99999,24
377910-99999,24
038873-99999,24
715060-99999,24
415160-99999,24
722336-99999,24
703625-99999,24
999999-21504,24
112330-99999,24
152450-99999,24
151240-99999,24
012820-99999,24
569450-99999,24
100050-99999,24
381960-99999,24
999999-94224,24
489850-99999,24
306570-99999,24
934200-99999,24
153560-99999,24
171200-99999,24
717850-99999,24
945930-99999,24
896620-99999,24
426610-99999,24
109290-99999,24
878000-99999,24
896660-99999,24
076570-99999,24
984370-99999,24
714680-99999,24
712700-99999,24
725400-99999,24
040140-99999,24
831790-99999,24
723034-99999,24
711860-99999,24
760400-99999,24
712180-99999,24
891080-99999,24
999999-13897,24
717760-99999,24
935450-99999,24
999999-13866,24
918040-99999,24
113580-99999,24
378320-99999,24
932910-99999,24
835880-99999,24
999999-13710,24
999999-13748,24
025625-99999,24
804773-99999,24
572530-99999,24
983340-99999,24
717810-99999,24
719790-99999,24
877630-99999,24
717800-99999,24
999999-23090,24
999999-25506,24
346440-99999,24
038273-99999,24
112610-99999,24
956070-99999,24
837740-99999,24
041150-99999,24
085320-99999,24
286450-99999,24
110510-99999,24
999999-25339,24
999999-25333,24
890010-99999,24
702757-99999,24
875740-99999,24
623050-99999,24
317980-99999,24
992170-99999,24
745950-99999,24
477740-99999,24
934390-99999,24
956080-99999,24
632470-99999,24
374200-99999,24
647010-99999,24
619810-99999,24
959360-99999,24
315520-99999,24
360900-99999,24
722978-99999,24
132090-99999,24
131310-99999,24
172370-99999,24
717750-99999,24
727836-99999,24
955270-99999,24
122260-99999,24
423990-99999,24
475570-99999,24
021410-99999,24
938310-99999,24
022620-99999,24
132140-99999,24
718425-99999,24
725716-99999,24
724754-99999,24
421400-99999,24
946850-99999,24
287540-99999,24
712150-99999,24
033723-99999,24
604370-99999,24
358950-99999,24
703165-99999,24
033010-99999,24
030230-99999,24
930030-99999,24
713740-99999,24
113560-99999,24
684880-99999,24
502460-99999,24
279730-99999,24
100200-99999,24
254690-99999,24
435770-99999,24
132440-99999,24
071040-99999,24
719800-99999,24
262830-99999,24
085340-99999,24
268360-99999,24
876490-99999,24
023260-99999,24
717830-99999,24
712530-99999,24
783680-99999,24
918400-99999,24
176060-99999,24
011910-99999,24
575150-99999,24
247370-99999,24
416720-99999,24
034940-99999,24
879280-99999,24
176110-99999,24
719780-99999,24
237040-99999,24
161500-99999,24
170340-99999,24
999999-93044,24
489030-99999,24
999999-22514,24
724736-99999,24
285260-99999,24
131210-99999,24
336140-99999,24
442640-99999,24
710850-99999,24
038100-99999,24
107370-99999,24
113840-99999,24
717780-99999,24
243610-99999,24
109460-99999,24
784090-99999,24
725097-14790,24
723345-93839,24
152840-99999,24
287300-99999,24
592240-99999,24
025920-99999,24
503490-99999,24
999999-12928,24
287260-99999,24
717680-99999,24
100020-99999,24
368850-99999,24
243710-99999,24
711650-99999,24
290750-99999,24
431250-99999,24
324970-99999,24
